id,model_name,seed_0,seed_1,seed_101,seed_123,seed_12345,seed_1337,seed_2026,seed_42,seed_7,seed_999
1,injection_aggregate,0.8907,0.89275,0.8837125,0.89170625,0.8904375,0.8906625,0.8916375,0.88999375,0.8897625,0.89085
2,nb15_aggregate,0.57694375,0.583975,0.57769375,0.57669375,0.57615,0.58126875,0.57601875,0.55953125,0.57786875,0.5789375
3,nb15_dos,0.6010625,0.61631875,0.58593125,0.58088125,0.43474375,0.6227125,0.507525,0.5835125,0.59586875,0.592175
4,nb15_exploits,0.3236625,0.38513125,0.3198625,0.3253,0.32615,0.3376125,0.32213125,0.3735625,0.3487375,0.35771875
5,nb15_fuzzers,0.43693125,0.409325,0.4105375,0.43518124999999996,0.40939375,0.4139875,0.41439375,0.39940625,0.42311875,0.4143625
6,nb15_generic,0.36103749999999996,0.367725,0.3506875,0.36768125,0.34785,0.34903125,0.34805625,0.3261375,0.35018125,0.35014375
7,nb15_reconnaissance,0.32855625,0.32587499999999997,0.32548125,0.32790625,0.325675,0.327225,0.32840625,0.325625,0.32576875,0.32534375
