id,timestamp,model_name,dataset_type,classes,samples,train_split,random_state,max_depth,n_features_in,n_classes,n_estimators,max_features,criterion,min_samples_split,learning_rate,max_iter,TP,TN,FP,FN,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,TPR,FNR,TNR,FPR
1,2026-07-16 15:53:38,nb15_aggregate,nb15,"Normal, Exploits, Generic, DoS, Fuzzers, Reconnaissance",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1492,18541,59,368,0.9791,0.962,0.8022,0.8748,0.9842,0.9252,0.8022,0.1978,0.9968,0.0032
2,2026-07-16 15:53:40,nb15_dos,nb15,"Normal, DoS",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1699,18560,40,161,0.9902,0.977,0.9134,0.9442,0.9968,0.98,0.9134,0.0866,0.9978,0.0022
3,2026-07-16 15:53:41,nb15_exploits,nb15,"Normal, Exploits",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1619,18523,77,241,0.9845,0.9546,0.8704,0.9106,0.9952,0.9692,0.8704,0.1296,0.9959,0.0041
4,2026-07-16 15:53:42,nb15_fuzzers,nb15,"Normal, Fuzzers",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,622,18407,193,1238,0.9301,0.7632,0.3344,0.465,0.9424,0.6495,0.3344,0.6656,0.9896,0.0104
5,2026-07-16 15:53:44,nb15_generic,nb15,"Normal, Generic",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1837,18593,7,23,0.9985,0.9962,0.9876,0.9919,0.9995,0.9976,0.9876,0.0124,0.9996,0.0004
6,2026-07-16 15:53:45,nb15_reconnaissance,nb15,"Normal, Reconnaissance",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1759,18519,81,101,0.9911,0.956,0.9457,0.9508,0.9983,0.9875,0.9457,0.0543,0.9956,0.0044
7,2026-07-16 15:53:46,injection_aggregate,injection,"Normal, Generic, Exploits, DoS, Fuzzers, Reconnaissance, UDP_DDoS, DDoS, Syn_DDoS, Botnet",102300,0.8,999,None,16,2,None,1.0,None,None,0.1,100,1498,18533,67,362,0.979,0.9572,0.8054,0.8747,0.9862,0.9313,0.8054,0.1946,0.9964,0.0036
