timestamp,model_name,dataset_type,training_dataset,samples,train_ratio,n_estimators,max_features,random_state,n_features_in,criterion,max_depth,n_classes,tp,tn,fp,fn,f1,precision,recall,auc_roc
2026-06-17 12:40:13,rf_model_1,nb15,Normal_DoS,81840,0.8,100,sqrt,42,17,gini,,2,1658,18621,40,141,0.9482413497283386,0.9764428739693758,0.9216231239577543,0.9963612643586506
2026-06-17 12:41:54,rf_model_2,nb15,Normal_Exploits,81840,0.8,100,sqrt,42,17,gini,,2,1627,18579,82,172,0.927594070695553,0.952018724400234,0.9043913285158421,0.9957251673826142
2026-06-17 12:42:25,rf_model_3,nb15,Normal_Fuzzers,81840,0.8,100,sqrt,42,17,gini,,2,809,18252,409,990,0.536294332117998,0.6642036124794746,0.44969427459699834,0.9408545983500888
2026-06-17 12:43:06,rf_model_4,nb15,Normal_Generic,81840,0.8,100,sqrt,42,17,gini,,2,1769,18656,5,30,0.9902043101035545,0.9971815107102593,0.9833240689271817,0.9988662434122358
2026-06-17 12:43:30,rf_model_5,nb15,Normal_Reconnaissance,81840,0.8,100,sqrt,42,17,gini,,2,1691,18584,77,108,0.9481356882534343,0.956447963800905,0.9399666481378544,0.9986552586136562
