model_label,Aggregate nb15,DoS nb15,Exploits nb15,Fuzzers nb15,Generic nb15,Reconnaissance nb15,Aggregate injection,Aggregate nb15_stin,Aggregate nb15_sat20,Aggregate nb15_ter20,Syn_DDoS nb15_sat20,UDP_DDoS nb15_sat20,Botnet nb15_ter20,DDoS nb15_ter20,Syn_DDoS nb15_ter20,UDP_DDoS nb15_ter20, ,Average
RF (Aggregate nb15),6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,6.000000000001679e-08,,6.000000000001679e-08
RF (DoS nb15),8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,8.44444444444218e-09,,8.44444444444218e-09
RF (Exploits nb15),2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,2.4555555555548914e-08,,2.4555555555548914e-08
RF (Fuzzers nb15),8.011111111110722e-08,8.011111111110722e-08,7.955555555556898e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,8.011111111110722e-08,,8.007638888888608e-08
RF (Generic nb15),2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,2.666666666667768e-09,,2.666666666667768e-09
RF (Reconnaissance nb15),1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,1.5111111111112264e-08,,1.5111111111112264e-08
  ,,,,,,,,,,,,,,,,,,
RF (Aggregate injection),5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,5.344444444446449e-08,,5.344444444446449e-08
