timestamp,model_name,dataset_type,training_dataset,samples,train_ratio,n_estimators,max_samples,max_features,contamination,random_state,model_offset,max_samples_actual,n_features_in,tp,tn,fp,fn,f1,precision,recall,auc_roc
2026-06-15 16:23:00,if_model_1,nb15,nb15_preprocessed,74400,0.8,100,auto,1.0,auto,42,-0.5,256,17,12789,17043,1557,145193,0.14842625690543615,0.8914680050188206,0.0809522603840944,0.55007516372833
2026-06-15 16:24:19,if_model_2,nb15,nb15_preprocessed,74400,0.8,100,auto,1.0,0.1,42,-0.4949824830513997,256,17,13147,16980,1620,144835,0.1522092747280737,0.8902959301144444,0.08321834133002494,0.55007516372833
2026-06-15 16:25:07,if_model_3,nb15,nb15_preprocessed,74400,0.8,100,auto,1.0,0.01,42,-0.7174768446101399,256,17,441,18409,191,157541,0.005560669297792124,0.6977848101265823,0.0027914572546239446,0.55007516372833
2026-06-15 16:45:43,if_model_4,nb15,nb15_preprocessed,74400,0.8,100,auto,1.0,auto,42,-0.5,256,17,142,17043,1557,1718,0.07979769598201743,0.08357857563272514,0.07634408602150537,0.5490014597063244
2026-06-15 16:56:41,if_model_5,nb15,nb15_preprocessed,200785,0.8,100,auto,1.0,auto,42,-0.5,256,17,2086,16474,2089,29548,0.11650702337401211,0.49964071856287423,0.0659417082885503,0.17071881060602467
2026-06-15 17:08:55,if_model_6,nb15,nb15_preprocessed,81840,0.8,100,auto,1.0,auto,42,-0.5,256,17,159,17264,1364,1673,0.09478390461997019,0.10439921208141825,0.08679039301310043,0.42467877452170893
