id,timestamp,model_type,model_name,dataset_type,testing_dataset,samples,tp,tn,fp,fn,f1,precision,recall,auc_roc,pr_auc
1,2026-06-23 12:35:36,isolation_forest,if_model_1,nb15,DoS,3271,392,0,0,2879,None,None,0.11984102720880464,None,None
2,2026-06-23 12:35:36,isolation_forest,if_model_1,nb15,Exploits,8905,1476,0,0,7429,None,None,0.16574957888826503,None,None
3,2026-06-23 12:35:36,isolation_forest,if_model_1,nb15,Fuzzers,4850,819,0,0,4031,None,None,0.1688659793814433,None,None
4,2026-06-23 12:35:37,isolation_forest,if_model_1,nb15,Generic,11775,523,0,0,11252,None,None,0.04441613588110403,None,None
5,2026-06-23 12:35:37,isolation_forest,if_model_1,nb15,Normal,18600,0,16788,1812,0,None,None,None,None,None
6,2026-06-23 12:35:37,isolation_forest,if_model_1,nb15,Reconnaissance,2798,100,0,0,2698,None,None,0.035739814152966405,None,None
1,2026-06-23 12:35:49,random_forest,rf_model_1,nb15,Exploits,8905,6957,0,0,1948,None,None,0.7812464907355419,None,None
2,2026-06-23 12:35:49,random_forest,rf_model_1,nb15,Fuzzers,4850,738,0,0,4112,None,None,0.15216494845360826,None,None
3,2026-06-23 12:35:49,random_forest,rf_model_1,nb15,Generic,11775,11643,0,0,132,None,None,0.9887898089171975,None,None
4,2026-06-23 12:35:50,random_forest,rf_model_1,nb15,Reconnaissance,2798,778,0,0,2020,None,None,0.2780557541100786,None,None
17,2026-06-23 12:36:00,random_forest,rf_model_2,nb15,DoS,3271,3046,0,0,225,None,None,0.9312136961173952,None,None
18,2026-06-23 12:36:01,random_forest,rf_model_2,nb15,Fuzzers,4850,860,0,0,3990,None,None,0.177319587628866,None,None
19,2026-06-23 12:36:01,random_forest,rf_model_2,nb15,Generic,11775,267,0,0,11508,None,None,0.02267515923566879,None,None
20,2026-06-23 12:36:02,random_forest,rf_model_2,nb15,Reconnaissance,2798,723,0,0,2075,None,None,0.2583988563259471,None,None
33,2026-06-23 12:36:14,random_forest,rf_model_3,nb15,DoS,3271,2524,0,0,747,None,None,0.7716294711097523,None,None
34,2026-06-23 12:36:14,random_forest,rf_model_3,nb15,Exploits,8905,3691,0,0,5214,None,None,0.414486243683324,None,None
35,2026-06-23 12:36:15,random_forest,rf_model_3,nb15,Generic,11775,476,0,0,11299,None,None,0.04042462845010616,None,None
36,2026-06-23 12:36:15,random_forest,rf_model_3,nb15,Reconnaissance,2798,529,0,0,2269,None,None,0.1890636168691923,None,None
49,2026-06-23 12:36:30,random_forest,rf_model_4,nb15,DoS,3271,2356,0,0,915,None,None,0.7202690308774076,None,None
50,2026-06-23 12:36:30,random_forest,rf_model_4,nb15,Exploits,8905,3569,0,0,5336,None,None,0.40078607523862997,None,None
51,2026-06-23 12:36:31,random_forest,rf_model_4,nb15,Fuzzers,4850,623,0,0,4227,None,None,0.1284536082474227,None,None
52,2026-06-23 12:36:31,random_forest,rf_model_4,nb15,Reconnaissance,2798,411,0,0,2387,None,None,0.1468906361686919,None,None
65,2026-06-23 12:36:39,random_forest,rf_model_5,nb15,DoS,3271,2525,0,0,746,None,None,0.7719351880158973,None,None
66,2026-06-23 12:36:39,random_forest,rf_model_5,nb15,Exploits,8905,3899,0,0,5006,None,None,0.43784390791690064,None,None
67,2026-06-23 12:36:40,random_forest,rf_model_5,nb15,Fuzzers,4850,691,0,0,4159,None,None,0.14247422680412372,None,None
68,2026-06-23 12:36:40,random_forest,rf_model_5,nb15,Generic,11775,11059,0,0,716,None,None,0.9391932059447983,None,None
81,2026-06-23 12:36:48,random_forest,rf_model_6,nb15,DoS,3271,3020,0,0,251,None,None,0.9232650565576276,None,None
82,2026-06-23 12:36:49,random_forest,rf_model_6,nb15,Exploits,8905,7711,0,0,1194,None,None,0.8659180235822571,None,None
83,2026-06-23 12:36:49,random_forest,rf_model_6,nb15,Fuzzers,4850,1207,0,0,3643,None,None,0.2488659793814433,None,None
84,2026-06-23 12:36:50,random_forest,rf_model_6,nb15,Generic,11775,11677,0,0,98,None,None,0.9916772823779193,None,None
85,2026-06-23 12:36:51,random_forest,rf_model_6,nb15,Normal,18600,0,18469,131,0,None,None,None,None,None
86,2026-06-23 12:36:51,random_forest,rf_model_6,nb15,Reconnaissance,2798,2569,0,0,229,None,None,0.918155825589707,None,None
