id,timestamp,model_name,dataset_type,training_dataset,samples,train_ratio,n_estimators,max_features,random_state,n_features_in,criterion,max_depth,n_classes,tp,tn,fp,fn,f1,precision,recall,auc_roc
1,2026-06-19 15:50:20,rf_model_1,nb15,Normal_DoS,81839,0.8,100,sqrt,42,17,gini,None,2,1749,18546,54,112,0.9546943231441049,0.9700499168053245,0.9398173025255239,0.9971669180056968
2,2026-06-19 15:50:37,rf_model_2,nb15,Normal_Exploits,81840,0.8,100,sqrt,42,17,gini,None,2,1685,18509,91,175,0.9268426842684269,0.9487612612612613,0.9059139784946236,0.9937370794311481
3,2026-06-19 15:50:52,rf_model_3,nb15,Normal_Fuzzers,81839,0.8,100,sqrt,42,17,gini,None,2,905,18206,394,956,0.5727848101265823,0.6966897613548884,0.4862976894142934,0.9463096641301647
4,2026-06-19 15:51:06,rf_model_4,nb15,Normal_Generic,81839,0.8,100,sqrt,42,17,gini,None,2,1838,18596,4,23,0.992708614636781,0.997828447339848,0.9876410531972059,0.9992941417783248
5,2026-06-19 15:51:19,rf_model_5,nb15,Normal_Reconnaissance,81839,0.8,100,sqrt,42,17,gini,None,2,1774,18522,78,87,0.9555615405332615,0.9578833693304536,0.9532509403546481,0.9974999711104562
6,2026-06-19 15:51:37,rf_model_6,nb15,nb15_preprocessed_scaled,81836,0.8,100,sqrt,42,17,gini,None,2,1455,18469,131,409,0.8434782608695652,0.9174022698612863,0.7805793991416309,0.9789062427892381
7,2026-06-19 15:51:44,rf_model_7,nb15+sat20,Normal_sat20,81838,0.8,100,sqrt,42,17,gini,None,2,1862,18600,0,0,1.0,1.0,1.0,1.0
8,2026-06-19 15:51:50,rf_model_8,nb15+ter20,Normal_ter20,81836,0.8,100,sqrt,42,17,gini,None,2,1864,18600,0,0,1.0,1.0,1.0,1.0
