model_label,Aggregate nb15,DoS nb15,Exploits nb15,Fuzzers nb15,Generic nb15,Reconnaissance nb15,Aggregate injection,Aggregate nb15_stin,Aggregate nb15_sat20,Aggregate nb15_ter20,Syn_DDoS nb15_sat20,UDP_DDoS nb15_sat20,Botnet nb15_ter20,DDoS nb15_ter20,Syn_DDoS nb15_ter20,UDP_DDoS nb15_ter20, ,Average
DT (Aggregate nb15),0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,0.98317,,0.98317
DT (DoS nb15),0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,0.99362,,0.99362
DT (Exploits nb15),0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,0.99049,,0.99049
DT (Fuzzers nb15),0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,0.96248,,0.96248
DT (Generic nb15),0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,,0.9995
DT (Reconnaissance nb15),0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,0.9952099999999999,,0.9952099999999999
  ,,,,,,,,,,,,,,,,,,
DT (Aggregate injection),0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,0.9846,,0.9846
