id,timestamp,model_name,dataset_type,classes,samples,train_split,n_estimators,max_features,random_state,n_features_in,criterion,max_depth,n_classes,TP,TN,FP,FN,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,TPR,FNR,TNR,FPR
1,2026-07-08 08:58:16,model_nb15_aggregate,nb15,"Reconnaissance, Normal, DoS, Generic, Exploits, Fuzzers",102300,0.8,100,sqrt,42,3,gini,None,2,1506,18476,124,354,0.9766,0.9239,0.8097,0.863,0.9723,0.915,0.8097,0.1903,0.9933,0.0067
2,2026-07-08 08:58:20,model_nb15_dos,nb15,"DoS, Normal",102300,0.8,100,sqrt,42,3,gini,None,2,1722,18523,77,138,0.9895,0.9572,0.9258,0.9412,0.9883,0.9713,0.9258,0.0742,0.9959,0.0041
3,2026-07-08 08:58:25,model_nb15_exploits,nb15,"Exploits, Normal",102300,0.8,100,sqrt,42,3,gini,None,2,1631,18478,122,229,0.9828,0.9304,0.8769,0.9029,0.9872,0.952,0.8769,0.1231,0.9934,0.0066
4,2026-07-08 08:58:29,model_nb15_fuzzers,nb15,"Fuzzers, Normal",102300,0.8,100,sqrt,42,3,gini,None,2,845,18257,343,1015,0.9336,0.7113,0.4543,0.5545,0.9334,0.6513,0.4543,0.5457,0.9816,0.0184
5,2026-07-08 08:58:33,model_nb15_generic,nb15,"Generic, Normal",102300,0.8,100,sqrt,42,3,gini,None,2,1833,18593,7,27,0.9983,0.9962,0.9855,0.9908,0.9969,0.9952,0.9855,0.0145,0.9996,0.0004
6,2026-07-08 08:58:37,model_nb15_reconnaissance,nb15,"Reconnaissance, Normal",102300,0.8,100,sqrt,42,3,gini,None,2,1760,18490,110,100,0.9897,0.9412,0.9462,0.9437,0.9938,0.9739,0.9462,0.0538,0.9941,0.0059
7,2026-07-08 08:58:42,model_hybrid_aggregate,hybrid,"DDoS, Normal, Generic, UDP_DDoS, Exploits, Fuzzers, DoS, Reconnaissance, Botnet, Syn_DDoS",102300,0.8,100,sqrt,42,3,gini,None,2,1579,18482,118,281,0.9805,0.9305,0.8489,0.8878,0.9675,0.9222,0.8489,0.1511,0.9937,0.0063
