feature,importance
duration,0.01452954690467257
src_bytes,0.023601540814271443
dst_bytes,0.015799749771426792
src_pkts,0.0023626063447365407
dst_pkts,0.004413274738351541
src_win_byt,0.2734293002556758
dst_win_byt,0.3117767541807385
load_s,0.10170622508488981
down_up_ratio,0.003541094674202616
total_bytes,0.014042905442967797
total_pkts,0.008116670464113839
src_mean_pkt_size,0.050320370896243374
dst_mean_pkt_size,0.033583792464987466
pkts_per_sec,0.08386006363055475
win_diff,0.04904009911412004
byte_ratio,0.00987600521804707
