feature,importance
duration,0.012446863998527197
src_bytes,0.006084051397488204
dst_bytes,0.007179362438300287
src_pkts,0.0008661001397840011
dst_pkts,0.0042152327283278114
src_win_byt,0.33513238758737424
dst_win_byt,0.3153827478246608
load_s,0.13615837793088262
down_up_ratio,0.0037842236087305796
total_bytes,0.0041460531037211465
total_pkts,0.003628712595193097
src_mean_pkt_size,0.10176091809398188
dst_mean_pkt_size,0.011949123303360034
pkts_per_sec,0.03733090782331029
win_diff,3.838631911532809e-05
byte_ratio,0.019896551107242408
