feature,importance
duration,0.002091231466788206
src_bytes,0.07730228786386611
dst_bytes,0.008068532639066765
src_pkts,1.3100801112914904e-05
dst_pkts,0.00055822382950735
src_win_byt,0.21258853036408087
dst_win_byt,0.3462529258380653
load_s,0.01678350757489411
down_up_ratio,0.003851792293493063
total_bytes,0.06244692341027569
total_pkts,0.0013246982908759449
src_mean_pkt_size,0.10130556040581014
dst_mean_pkt_size,0.013317553911288364
pkts_per_sec,0.0861494899248842
win_diff,0.0517655409341759
byte_ratio,0.016180100451815192
