feature,importance
duration,0.004858878879630502
src_bytes,0.09380391364345504
dst_bytes,0.0037276452919835284
src_pkts,0.0002820850075578208
dst_pkts,0.0016873305261638526
src_win_byt,0.2852484232698004
dst_win_byt,0.05180634022809408
load_s,0.00016389900855988686
down_up_ratio,9.930982670761316e-10
total_bytes,0.10703120814069311
total_pkts,0.0029154680061135967
src_mean_pkt_size,0.2041150949798014
dst_mean_pkt_size,0.01873366211577391
pkts_per_sec,0.01689908268302691
win_diff,0.20697159066922677
byte_ratio,0.0017553765570210629
