id,path
1,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_1.joblib
2,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_2.joblib
3,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_3.joblib
4,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_4.joblib
5,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_5.joblib
6,/home/marchesini-alessandro/Documents/progetto-tesi/codice/earth-trained-satellite-ids/src/models/models/model_6.joblib
