feature,importance
duration,0.002092154406792555
src_bytes,0.07715368090513977
dst_bytes,0.008068534768687024
src_pkts,1.3100801112914902e-05
dst_pkts,0.0010299246412136041
src_win_byt,0.21330849299047705
dst_win_byt,0.3462351549712936
load_s,0.01379296172424001
down_up_ratio,0.0038517922934930625
total_bytes,0.0628312237263176
total_pkts,0.0008823183997757254
src_mean_pkt_size,0.10283251763780207
dst_mean_pkt_size,0.014398218803649767
pkts_per_sec,0.08608217873082304
win_diff,0.05124764474736697
byte_ratio,0.01618010045181519
