feature,importance
duration,0.07612536335509873
src_bytes,0.15210738314156888
dst_bytes,0.031489397539964575
src_pkts,0.017050412248394792
dst_pkts,0.01568211958549646
src_win_byt,0.006892637411748669
dst_win_byt,0.0017901492268590268
load_s,0.13603072314735284
down_up_ratio,0.03386540492186343
total_bytes,0.16891936651598058
total_pkts,0.022148992016913168
src_mean_pkt_size,0.1863075626577244
dst_mean_pkt_size,0.031162284923837606
pkts_per_sec,0.07670786394767476
win_diff,0.004272852532170315
byte_ratio,0.03944748682735175
