feature,importance
duration,0.15163600629398047
src_bytes,0.09690087780875598
dst_bytes,0.04903599573457165
src_pkts,0.02575105578561356
dst_pkts,0.015387535604057177
src_win_byt,0.007302933778575426
dst_win_byt,0.0008812827442376715
load_s,0.1388672080169634
down_up_ratio,0.050940446987338114
total_bytes,0.08983230656114664
total_pkts,0.02094279462136252
src_mean_pkt_size,0.09625609158820879
dst_mean_pkt_size,0.058185424972325005
pkts_per_sec,0.12356694270532406
win_diff,0.0016670564458594519
byte_ratio,0.07284604035168016
