feature,importance
duration,0.01278459394478346
src_bytes,0.007107069002846791
dst_bytes,0.0071802093225986985
src_pkts,0.00137764440483452
dst_pkts,0.00441273114573849
src_win_byt,0.33891076368389705
dst_win_byt,0.3150692593161773
load_s,0.13566424029737423
down_up_ratio,0.003813119308013486
total_bytes,0.0036813463943098867
total_pkts,0.0029935035485842308
src_mean_pkt_size,0.09885982674452676
dst_mean_pkt_size,0.012145155461809361
pkts_per_sec,0.03620167700267156
win_diff,3.6695198952291125e-05
byte_ratio,0.019762165222881888
