feature,importance
duration,0.01600593388468642
src_bytes,0.02385534640499449
dst_bytes,0.015311099657883617
src_pkts,0.002362606344736541
dst_pkts,0.004487559147191873
src_win_byt,0.27135706907126245
dst_win_byt,0.31200303497047877
load_s,0.10105248615726109
down_up_ratio,0.0035277715245990338
total_bytes,0.014317479196976068
total_pkts,0.007986096018165927
src_mean_pkt_size,0.050804776200586696
dst_mean_pkt_size,0.03373125936643867
pkts_per_sec,0.0842095643769322
win_diff,0.049021043456861486
byte_ratio,0.00996687422094482
