feature,importance
duration,0.005350658894007471
src_bytes,0.09269758898710044
dst_bytes,0.0037249212406211783
src_pkts,0.000813224576065234
dst_pkts,0.001667173767057068
src_win_byt,0.2855097216402327
dst_win_byt,0.051910925076440205
load_s,0.000427874983435048
down_up_ratio,9.930982670761316e-10
total_bytes,0.1071957971866403
total_pkts,0.0028623348163657253
src_mean_pkt_size,0.20456770378888575
dst_mean_pkt_size,0.01839266125529709
pkts_per_sec,0.01628332670235085
win_diff,0.2068378113569311
byte_ratio,0.0017582747354717627
