feature,importance
duration,0.03267636186436148
src_bytes,0.19252239418513978
dst_bytes,0.018844815780184224
src_pkts,0.010280914491032928
dst_pkts,0.010408623596326168
src_win_byt,0.005879070011320653
dst_win_byt,0.0010162127512445276
load_s,0.10003327199841582
down_up_ratio,0.03545519508556493
total_bytes,0.19504238898331716
total_pkts,0.014266310580472417
src_mean_pkt_size,0.19231090057400166
dst_mean_pkt_size,0.06844165445817732
pkts_per_sec,0.03313443489817381
win_diff,0.0021532512840746294
byte_ratio,0.08753419945819248
